Sport,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NBA,NBA $1 50/50,12/1/2014 19:00,48,174,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,12/1/2014 19:00,43,174,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA BIG $3 50/50 [Top 50% Win],12/1/2014 19:00,170,174,$0.00 ,$0.00 ,180,$3.00 ,$486.00 ,90
NBA,NBA BIG $3 50/50 [Top 50% Win],12/1/2014 19:00,166,174,$0.00 ,$0.00 ,180,$3.00 ,$486.00 ,90
NBA,NBA $5 50/50 [Top 50% Win],12/1/2014 19:00,79,174,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,74,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],12/1/2014 19:00,79,174,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],12/1/2014 19:00,78,174,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],12/1/2014 19:00,78,174,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,78,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,79,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,78,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,77,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,76,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,75,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,77,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,96,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,96,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,95,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,97,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,"NBA $40K Layup [$40,000 Guaranteed] (1/Unl.)",12/1/2014 19:00,6595,231.5,$0.00 ,$0.00 ,21981,$2.00 ,"$40,000.00 ",4600
NBA,NBA $1 50/50,12/1/2014 19:00,49,174,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,97,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,97,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,97,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,96,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA BIG $3 50/50 [Top 50% Win],12/1/2014 19:00,178,174,$0.00 ,$0.00 ,180,$3.00 ,$486.00 ,90
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,79,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,95,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,80,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,95,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $3 50/50 [Top 50% Win],12/1/2014 19:00,79,174,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],12/1/2014 19:00,97,174,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/30/2014 18:00,15,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,17,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $5 50/50,11/30/2014 18:00,4,279.75,$9.00 ,$0.00 ,10,$5.00 ,$45.00 ,5
NBA,NBA $1 50/50,11/30/2014 18:00,20,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,18,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,17,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,14,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,13,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,14,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $5 50/50,11/30/2014 18:00,2,279.75,$9.00 ,$0.00 ,10,$5.00 ,$45.00 ,5
NBA,NBA $1 50/50,11/30/2014 18:00,18,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/30/2014 18:00,16,279.75,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,34,279.75,$1.80 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,29,279.75,$1.80 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,24,279.75,$1.80 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,30,279.75,$1.80 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,26,279.75,$1.80 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,25,279.75,$1.80 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/30/2014 18:00,17,279.75,$9.00 ,$0.00 ,50,$5.00 ,$225.00 ,25
NBA,NBA $5 50/50 [Top 50% Win],11/30/2014 18:00,18,279.75,$9.00 ,$0.00 ,50,$5.00 ,$225.00 ,25
NBA,NBA $5 50/50 [Top 50% Win],11/30/2014 18:00,14,279.75,$9.00 ,$0.00 ,50,$5.00 ,$225.00 ,25
NBA,NBA $10 50/50 [Top 50% Win],11/30/2014 18:00,10,279.75,$18.00 ,$0.00 ,30,$10.00 ,$270.00 ,15
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,18,279.75,$5.40 ,$0.00 ,50,$3.00 ,$135.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,14,279.75,$5.40 ,$0.00 ,50,$3.00 ,$135.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,18,279.75,$5.40 ,$0.00 ,50,$3.00 ,$135.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,15,279.75,$5.40 ,$0.00 ,50,$3.00 ,$135.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,24,279.75,$1.80 ,$0.00 ,60,$1.00 ,$54.00 ,30
NBA,NBA $1 50/50 [Top 50% Win],11/30/2014 18:00,26,279.75,$1.80 ,$0.00 ,60,$1.00 ,$54.00 ,30
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,14,279.75,$5.40 ,$0.00 ,30,$3.00 ,$81.00 ,15
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,13,279.75,$5.40 ,$0.00 ,30,$3.00 ,$81.00 ,15
NBA,NBA $3 50/50 [Top 50% Win],11/30/2014 18:00,13,279.75,$5.40 ,$0.00 ,30,$3.00 ,$81.00 ,15
NBA,NBA $5 50/50 [Top 50% Win],11/30/2014 18:00,10,279.75,$9.00 ,$0.00 ,30,$5.00 ,$135.00 ,15
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,8,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,5,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,6,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,5,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,5,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,7,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/29/2014 19:00,4,287.5,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/29/2014 19:00,4,287.5,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/29/2014 19:00,2,287.5,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,8,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,10,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,4,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,4,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,8,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,5,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,6,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,6,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,10,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,8,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,11,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,6,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,6,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,5,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,8,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/29/2014 19:00,5,287.5,$5.40 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,11,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,10,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,9,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/29/2014 19:00,7,287.5,$9.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,9,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,7,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,7,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,8,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,9,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/29/2014 19:00,7,287.5,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/28/2014 19:00,47,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/28/2014 19:00,49,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/28/2014 19:00,49,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/28/2014 19:00,48,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/28/2014 19:00,48,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/28/2014 19:00,49,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/28/2014 19:00,49,170.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA BIG $1 50/50 [Top 50% Win],11/28/2014 19:00,295,170.75,$0.00 ,$0.00 ,300,$1.00 ,$270.00 ,150
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA BIG $1 50/50 [Top 50% Win],11/28/2014 19:00,297,170.75,$0.00 ,$0.00 ,300,$1.00 ,$270.00 ,150
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,79,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,99,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,99,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,100,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,100,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,100,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,100,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $3 50/50 [Top 50% Win],11/28/2014 19:00,78,170.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,99,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,99,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,99,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $3 50/50 [Top 50% Win] (Multi-Entry) (1/12),11/28/2014 19:00,119,170.75,$0.00 ,$0.00 ,120,$3.00 ,$324.00 ,60
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,98,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/28/2014 19:00,99,170.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $5 50/50 [Top 50% Win],11/28/2014 19:00,78,170.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/28/2014 19:00,80,170.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/28/2014 19:00,78,170.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/28/2014 19:00,49,170.75,$0.00 ,$0.00 ,50,$3.00 ,$135.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/28/2014 19:00,50,170.75,$0.00 ,$0.00 ,50,$3.00 ,$135.00 ,25
NBA,NBA $20 50/50,11/26/2014 19:00,3,270,$36.00 ,$0.00 ,10,$20.00 ,$180.00 ,5
NBA,NBA $10 50/50,11/26/2014 19:00,8,270,$0.00 ,$0.00 ,10,$10.00 ,$90.00 ,5
NBA,NBA $1 50/50,11/26/2014 19:00,23,270,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/26/2014 19:00,20,270,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/26/2014 19:00,20,270,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/26/2014 19:00,14,270,$5.40 ,$0.00 ,30,$3.00 ,$81.00 ,15
NBA,NBA $3 50/50 [Top 50% Win],11/26/2014 19:00,15,270,$2.70 ,$0.00 ,30,$3.00 ,$81.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,15,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,11,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,10,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,15,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,13,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $5 50/50 [Top 50% Win],11/26/2014 19:00,6,270,$9.00 ,$0.00 ,20,$5.00 ,$90.00 ,10
NBA,NBA $5 50/50 [Top 50% Win],11/26/2014 19:00,5,270,$9.00 ,$0.00 ,20,$5.00 ,$90.00 ,10
NBA,NBA $10 50/50 [Top 50% Win],11/26/2014 19:00,8,270,$18.00 ,$0.00 ,20,$10.00 ,$180.00 ,10
NBA,NBA $3 50/50 [Top 50% Win],11/26/2014 19:00,8,270,$5.40 ,$0.00 ,20,$3.00 ,$54.00 ,10
NBA,NBA $3 50/50 [Top 50% Win],11/26/2014 19:00,9,270,$5.40 ,$0.00 ,20,$3.00 ,$54.00 ,10
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,10,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,9,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $1 50/50 [Top 50% Win],11/26/2014 19:00,9,270,$1.80 ,$0.00 ,30,$1.00 ,$27.00 ,15
NBA,NBA $10 50/50 [Top 50% Win],11/26/2014 19:00,11,270,$0.00 ,$0.00 ,20,$10.00 ,$180.00 ,10
NBA,NBA $1 50/50,11/25/2014 19:00,24,243.25,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,27,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA BIG $1 50/50 [Top 50% Win],11/25/2014 19:00,149,243.25,$1.80 ,$0.00 ,300,$1.00 ,$270.00 ,150
NBA,NBA BIG $1 50/50 [Top 50% Win],11/25/2014 19:00,149,243.25,$1.20 ,$0.00 ,300,$1.00 ,$270.00 ,150
NBA,NBA $5 50/50 [Top 50% Win],11/25/2014 19:00,59,243.25,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/25/2014 19:00,57,243.25,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/25/2014 19:00,57,243.25,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/25/2014 19:00,55,243.25,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/25/2014 19:00,52,243.25,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/25/2014 19:00,55,243.25,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/25/2014 19:00,56,243.25,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/25/2014 19:00,52,243.25,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/25/2014 19:00,54,243.25,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/25/2014 19:00,52,243.25,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/25/2014 19:00,50,243.25,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,55,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,61,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,61,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,65,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,60,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,53,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,53,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,56,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,59,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,52,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,52,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,49,243.25,$1.80 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/25/2014 19:00,30,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,28,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,24,243.25,$1.80 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,28,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,29,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,27,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,57,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,60,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,61,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/25/2014 19:00,62,243.25,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/25/2014 19:00,28,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,29,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,31,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,33,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/25/2014 19:00,29,243.25,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
